text,label
"crimson, there is a discussion at <url> where we have implemented a new template for bot operators when their bot is blocked stating that it is in ''no way'' an indication or accusation of wrong doing on the operator's behalf.",6
would you be able to do a good intro paragraph?,4
are there any other climate pages in new jersey that need help?,1
"tsop is a series of ir receivers by [vishay](http://www.vishay.com/ir-receiver-modules/), here it doesn't mean ""thin small outline package"" or something like that.",1
bfs is a pretty basic graph-searching algorithm - seems like it would take a ginormous graph to make it infeasible...  how big is a normal graph (both edges and vertices)?,4
thank you very much for your patience and for listening.,7
"thanks a lot steve, i'm trying to implement the pseudo-code line by line very carefully, there is an extended pseudo-code that's written more clearly here: http://www.wpi.edu/pubs/etd/available/etd-0430102-111906/unrestricted/corourke.pdf  on page 27, i'm coding that carefully and i'm testing it with some sample answers given by ntru, i think i'm also getting held back in understanding the pseudo-code, in my code i gave a fixed length and set of values to the polynomial f, and the infinite loop on 8-31 never ended, thanks for pointing out that f is a variable.",7
could you please take a moment and provide the code i would need to add which would allow me to achieve these goals?,4
have you got that functionality working?,4
your title is a little ambiguous.,0
could you perhaps try to explain it in another way?,4
"not sure, but maybe you want a clustering alorithm, e.g.",0
"i'm starting to feel that the problem arises with interactionpointdata, since this method does not own it.",0
what built-in tools should i look for?,0
or both?,0
maybe you'd like to help?,4
can you be more specific about how you want it to evaluate the logic?,3
or did you not fancy any of the 'shimano golf shoes'?,4
thanks again.,7
"you said ""error while trying to..."".",1
do you want to simply get the third element from the list (which in this case is the list of lists) or do you want to find the element which is a list of lists (without knowing at which position it will be)?,4
"this question is a forum-style post, looking to start a discussion and not ask a specific question.",1
can you recommend any other users who would be able to train me?,4
would you like me to try to mediate the karsh page?,4
is the bot going to proceed to the next layer - or does that have to be done manually?,0
that is why i suggest the following: either we refer to him as u201csouth-netherlandishu201d (like he is described on the dutch wikipedia page) or we omit the nationality completely and we just mention the cities he lived in.,6
as opposed to?,0
"i don't own any from rousseau either, but i did know it was grand cru, just made a mistake!",0
would it be possible for you to expand/clarify your question?,3
thanks for the note about my work on the above line.,7
:-) i presume your system is fully up-to-date and you've restarted your machine after the last update?,1
"forcefsck i tried the exact steps as outlined in the answer, but got an error from grub saying ""could not find device for /boot: not found or not a block device."".",4
"sounds similar to this problem: http://cooking.stackexchange.com/questions/6433/why-does-my-velveeta-queso-dip-get-clumpier-the-longer-it-stays-in-the-microwave

i guess velvetta isn't designed to be microwaved?",4
thank you for the rollback.,7
"also, are you the one behind http://www.drupality.be?",1
"hey, what do you think if instead of naming surahs like this <url>, we add the surah number to each like : ""surah 1, al-fatiha"".",6
how do you think is the best way to resolve these issues?,4
do you still take photos in jefferson parish?,4
"since both participants to the dispute are now blocked, is there any reason for the protection to be necessary?",3
"generally, i'd anticipate a code bug.",0
can you tell me what you were/are confused about?,3
"if so, do you have restraints on the possible values, such as always 1 - 9, there are always at most 9 sets, that sort of thing?",4
sorry its not clear but what are you considering for alternatives?,1
"hello user1293, and welcome on _drupal answers_.",1
the same way anyone with a desk job stays healthy!,4
did you restart the server after changing it?,4
i have an interesting proposal... assuming the common tail of the list is infinitely long.,1
"the article that you reference does a good job explaining this: ""the sorteddictionary(tkey, tvalue) generic class is a binary search tree with o(log n) retrieval, where n is the number of elements in the dictionary."".",1
what do you mean by short key for scroll?,4
"please take a look at space shuttle discovery, for fpc.",3
thanks.,7
have you seen the <url> article?,4
"since i'm not good at ruby, could someone make this for ruby please?",4
do you release the gameviewcontroller later on?,4
"can you please specify the exact name (capitalization is important), or link to the deletion log or discussion?",3
could you please clarify?,3
is that ok?,0
"thanks, will check that out.",7
aren't people odd?,0
thanks.,7
how does that apply to this question?,0
i made a mistake on adding a colon on <url> and it can't be reverted.,0
"kosmonaut: yes please, i agree with martha.",3
"i recently was approved for vandalproof, and i installed everything and stuff, but i'm confused on how it is actually run, like what do i click to start it.",3
sounds good.,1
eg give us an example of a batch of the kind of repeated text/html you'd hope the code would catch?,4
thanks tom!,7
thank you.,7
can you please be more specific??,3
lol thanks.,7
what swaps would be required to get your original list to its reordered state?,4
"cool, thanks, do you want to add it to their list?",7
sorry for inconvenience.,1
can we see the function that creates the output?,6
"what does ""ratce"" mean?",1
or any time they are in close proximity to the lighting?,0
so what's need to be done to make it ga?,1
correct?,1
"do you also happen to know about the age of consent in thailand, and why he could be charge with child sex offenses even though she was 17 years old?",4
"hi editorofthewiki,  both images are just fine.",0
please see <url>.,3
would you please clarify who you are referring to?,4
so how on earth do i overwrite the existing files without deleting all of the custom content?,1
do you have any facebook account?,4
"also: every app has xss that could be displayed as html, xml, or a future markup language.",4
what do you feel is the appropriate action?,4
is it possible to have some maps or schematic diagrams showing the location or routes of the expressways?,3
"can you advise please, if cameras, lights, triggers should be in the scene graph as well?",3
"can you add more, please?",3
"instead, could i persuade you to offer comments on the fac page of <url>?",4
"well, actually i wanted to know if there were any errors in my own maps.",3
perhaps you'll consider undoing my revert?,4
"please see my comments on <url> about a remark you added to <url> about the etymology of the term ""minim"" in music.",3
"no worries, thanks for doing that.",7
btw on that page i found <person> but before adding that to the list i was wondering if the templatelist on the project should go so deep into detail or if it just stay germany wide?,6
what's up with you?,0
"this should also be tagged ""regex"", but only five tags are allowed.",1
"sorry, i didn't know.",1
"hi, i recently got approval for your requested link replacement (sorry for the delay), but, after doing a <url> there seems to be very few links left to replace.",1
"is there any possibility with nhibernate to extend an entity from within another map without touching the ""main""-map ?",3
is there a advantage/disadvantage using setjmp/longjmp over signals as proposed below?,3
"regarding your time setting, i'm a little unsure what you want to do - there are only two things you can change - the timezone offset from gmt, which you set at the bottom of the screen by selecting the correct offset for your location from the list - i'm guessing asia/calcutta would be about right, and the way the date/time is displayed, which you choose from the list of five options at the top of the screen.",0
maybe your kernel has some extra configurations for timer?,4
do you have html or (better yet) a [jsfiddle](http://jsfiddle.net/) that we can look at?,6
i've gotten that and i remember it went away after a few seconds and then the app would eventually launch.,0
"oh, and since this is a story-telling kind of topic, shouldn't this be cw?",4
"there seems to have been something wrong with the pages you made on the v8 supercar championship series - a glitch with the ""align"" tags in the beginning infobox made the text grotesquely overflow the margins.",1
hi darwi.,0
"""too localized?""",1
do you have any examples or links?,4
we don't have master switches for stoves in the us.,6
what error did you get?,4
where is this dead zone?,3
for each `addpayment:` statement)?,0
what is this design intended to accomplish?,3
what do you see?,4
thank you so much!,7
also can you please show the json?,3
would you like it userfied?,4
"do i understand correctly that a stationsby would not be the station that originaly is intended for a town further away, around which then a new town grows up?",4
"is, for example, 2*10 before, or after, 4*5, or should it be that once a value of 20 is used, it's never used again?",3
is there a reason for your sorrow my good man?,3
"a little while back, at the beginning of november, i had said that if you ever were considering adminship, that i would love to support and/or nominate you.",0
could you please edit it to complete your question?,3
"of ""block anonymous users only <url>, prevent account creation <url>, automatically block the last ip address used by this user, and any subsequent addresses they try to edit from <url>,"" which should i have checked?",1
i had really hoped to get some more opinions on this question.,6
"what is your question, exactly?",3
"thanks - that's what i feared, but it's good to hear that you found it workable.",7
do you think that the fact that i'm also using authlogic for this same model may be something to do with it?,4
"i'd say the statement should be ""... whereas not all superkeys are candidate keys"".",1
could you suggest one for your addition?,3
"and now, could you give a more detailed description of the problem?",4
"could you include a screenshot, please?",3
save to text first and then use asymptote or convert unix command?,0
do you have an e-mail address i can use to get in touch with you?,4
"bvr chambwez i think my code is working fine now :) my last question would be, is session handling possible in xmlrpc?",4
do you need to read all of the files in the directory?,4
isn't this too time localized anyway?,4
yep :-) sorry for the confusion.,0
welcome to the site!,0
i don't want to be your enemy.,6
"jon skeet brain rasmussen i apologise, they did not appear on the 'related questions' nor on my searching.",0
do you get any sort of error in instruments when you plugin your ios device?,4
"may you report the code of `vtiger_portal_user_form_validate()`, which i think it is your custom form validation handler?",4
what are you asking specifically?,0
and if i want to hand code it will it be a difficult process?,4
"thanks for the info, this is enlightening.",7
"what is meant by ""speculative townhouses?""",1
i was wondering if you'd like me to make your userboxes (on your userpage) line up horizontally (in columns of 3) rather than vertically.,6
can you please provide all of the code between your $sql lines an when you actually query the db?,3
"i noticed your ""original research"" notation for the section on weights and measures in the article in liberia.",1
is it alright if i nominated you to be an admin?,3
do you have any comments or suggestions?,4
is there anything i can do to help you utilize the spell check features of your browser?,4
to which drupal version are you interested?,1
could it be a permissions issue?,3
"where did you get the idea, out of curiosity?",4
"thank you, cremepuff222, for the kind words.",7
interested?,0
"george, what's the key thing needed to make the widgets?",0
can you provide stacktrace (on client / server)?,3
"take it easy, keep the ranting to a minimum and the productive editing to a maximum :) and you're still not convinced you should get an account?",1
"i think these are reasonable, and should protect you from lawyering.",4
or am i missing something?,0
is it possible that isauthenticated() is then returning true meaning that continue simply causes the loop to exit?,3
have you made sure the version you installed is compatible with whatever service pack you are running?,4
"there isn't a right answer, i believe?",4
and nico: have you tried my solution?,4
"in other words, why should standardized residuals be $d_i\sim n(0,1)$?",0
"can you be a bit more specific about what you've tried before, what problems you've run into, and what we can help you with?",6
"for example, read throughput (concurrent reads from multiple machines), fault tolerance in the face of machines becoming not available, low number of machines... do you also need writes?",4
have you looked at free gui automation tools like [autoit](http://www.autoitscript.com/site/autoit/)?,4
is the method being called at all?,0
is this correct?,3
thank you ''very much'' for partaking in my effort to have a listing of stable article revisions.,7
"i have to say that i don't like the output, harder to read and code isn't formatted with the correct colors.",3
do you mean to say you need an orm like sqlalchemy (http://www.sqlalchemy.org/) to connect with databases without having to write sql statements yourself?,4
do you think a year would be better?,4
what have you tried so far?,4
could you please provide your sources?,3
is this for homework?,3
could you change the title so i can upload an image of the racemic compound instead?,3
"are you trying to create some type of tile system, or are you just wanting to draw different parts of the image at a time.",0
we have been chipping away at your compiled obi list - can you believe it's almost done?,6
"which dictionary, exactly, doesn't define ""ain't""?",3
in the summer (june-july) i am going to work on the ''messiah'' article.,1
ok i've created the following test page: <url>.,6
or is `questions_tags` the only table you have?,0
could you post your 2d code?,3
"also, have you tried using "" timeout::timeout(5)"" to try and handle timeouts?",4
"do you have have to worry about starvation (for example, a task with high c_i never getting run if low c_i tasks keep getting added)?",4
"mawg please define ""cheap"".",3
"what does it mean that you want ""the variation between routes"" as small as possible?",1
"actually, if she is releasing a new single from the debut album, the title ""home run"" wouldn't encompass this.",3
anything i can do as a non programmer?,0
do i just need a class which wraps my record header/data and then overloads << and >> to use these?,5
"ooops, sorry i re-edited my post.",0
what have you tried?,4
can you shorten it please?,3
when do you add the water?,4
sure.,1
can you try this out on a brand new test project?,3
"i was wondering if there is any kind of invisible comment that can be added to the article in these situations so that the report doesn't include it, or if you have any other thoughts about how it might be possible to handle this situation?",6
could you consider speedy deleting <url>?,3
"as i've never done a fl before, can you take a look after i've completed the list?",3
"<url> posted a wonderful grammatical analysis of the ""has/had"" thing, another editor agreed, so i'm thinking we should make another request for the change, using bluewave's post as the basis.",6
"good analysis of a potential problem, so why not take a whack at it?",2
is it just a matter of setting up data structures to model a family tree?,5
"the character set in oracle is 'we8iso8859p1' ... the eacute in my example is correctly stored in the database if i stay within oracle ... but when i bring it into php via oci8, thats where the problem arises.",0
"also, how much excess carpet should i leave in order to have enough to tuck it between the tack strip and baseboard?",0
"hi, do you mind if i move your hook to go live on 26/27th?",4
what can i do to help this situation?,3
the size of the summation sign might differ depending on your math font.,4
"i'm not sure what i'm looking for on the discussion page for <url> about this, what am i missing?",3
"what does it mean, please?",3
can you explain your scenario better?,3
"for example, i think ""u.s. late 1980s - 1990s"" should after ""detroit sound.""",1
so far im not using css ill leave that to the very last!,1
thanks very much for your edit to the <url> article.,7
"do you mean the size of the files on disk, or do you mean the memory footprint of the file when you're working with it?",4
"if not, what is still missing, and what technical terms do you feel need explaining?",4
what was i thinking?,4
do you mean the debugging tools built into core r or some other aspect ?,4
"in terms of suitability for an article, as i understand it, merrill's ""claim to notice"" is due to the company (work done by som, size of som, etc), and also because of the important changes he made to that company.",1
is the image in the oracle database or is it a path to the image?,3
so in uk terms rumb and eye of round have the same characteristics and both can be used as an example of a (well known) tough piece of meat requiring more work?,1
can you please suggest some other changes should be made?,3
"how come this isn't more widely ""publicized""?",1
i want to insert data whole data of array into vector of a map without using for loops.,0
this is a great way to deal with external links.,1
thank you for your answer about illustrator.,7
could you post it as well?,3
"i am wondering, will this compromise the moistness of the meat?",3
welcome to the site!,0
"hi again, ok, say we don't go along the lines of blair will go before the end of 2007; but we list the announced candidates for when blair does resign (which will inevitably happen at some point).",6
thanks for your help on <url>.,7
let us know if you can still access server.local with your browser?,4
do you think it distills the essence?,4
"hey poetic decay, i was planing on merging <url>, <url>, <url>, <url> and <url> together.",0
"i think if we did it that way, it would add a lot of possibilities to the page, enabling us to give breakdowns of other wars and major events in separate tables as well, in addition to alternative listings, which i think would be quite useful.",6
have you tried stepping through your program with a debugger?,4
could you elaborate on what is happening?,3
can you clarify?,3
please explain the kind of statistics you are trying to gather.,3
"binary: enough of you seem to be pretty upset about this - so i made it cw (which i didn't know about before, btw) - do i need to do anything else?",4
i've trimmed these down; mind checking my work?,0
"i've been meaning to expand the content, but this might be quicker to address in the short term: i think it may be better to change ""consisting of"" to ""composed of,"" based on reading some stuff from your user page - thoughts?",4
"you know about the new ""oversight"" priv?",1
"i uploaded three very nice images in the <url>, can you please tell me what breed could that dog be?",4
but is the foam strictly necessary?,1
can you use your administrative powers to make it so?,3
"can you delete it again, please?",3
one more question for you though.,0
"so, the canvas was causing the move to upper left, but removing the canvas still has one of the classes assuming it knows better where to place images, and it's letting me push them outside the bounds of the control.",1
i get something like 56.8 billion combinations ?,4
"i still have to learn that, can you show me?",3
hi!,0
can you describe the problem in more detail?,3
"yes it does, but the weird thing it's that all the other user attributes are getting passed (when i take a look at the console, every other value but the client_id hash it's getting passed from the form).",1
hi oz_ - can you educate me as to why?,3
"could you please elloborate on ""long as you keep the dependencies clean (no cycles) and you already know where to cut to divide "" prob with an example?",3
did you check out <url>?,4
"the catch is, i don't know how :-) -- could you point me to relevant wiki links or start the job yourself and let me finish it?",4
what more do you need ?,4
please can you add to your question the results of the following: `sudo lshw -class network` followed by `rfkill list`.,3
could you please edit the text and add a bit more context?,3
hey how are you?,4
"suppose you have a 2 x 2 grid, and your array contains [0, 0] and [1, 1].",0
can you please focus your question a bit?,3
is your iphone developer program membership up to date?,3
"and, what about the <url> about ""he drowned"" not being reflexive in spanish?",1
is that right?,0
wanted someone to confirm it's not incorrect ?,0
agreed with kyle.,0
"""deceleration"" is negative acceleration.",1
could you please add your comment as an answer?,3
that's great.,0
"since you dug up some information on fahnbulleh, i'm curious u2014 do you know what relation he is to ambassador henry fahnbulleh, whom tubman accused of an attempted coup?",4
can you post your session class?,3
native?,0
"i do have one semi-newbie question: i made some edits under my ip before registering (<url>) and would like to ""claim"" them now that i have registered.",1
"mike chen could you, please, explain what is $c_=p$?",3
"lancebaynes - could you elaborate a bit, particularly in a way that distinguishes this question from the other?",4
could you please elaborate for me?,3
"given the screenshot, is it possible you have javascript that's interfering with the display of the form element's value?",3
hi gokul.,0
"but i assume you want to find a *specific* element in the array, right?",1
"sorry i can't find a folding trike on the catrike website, do you know the model name?",4
"sorry for the late reply,i have taken view based template.actually i need to convert the pdf page to image and in that process it's giving me error with the code above.",3
the answers all assume a different type of output.,1
it is exactly what i want.,3
can you please also accept it so that the system knows that the problem is solved?,3
would you mind voicing your opinion in the gmc's talk page?,4
is this a vector representation or a raster ?,3
so what did i do to earn the tea?,1
are we just more surprised by these two topics ?,6
"how long will ""at the moment"" last?",1
can you overlap jobs?,3
could you give a short example with an uncompressed input and the compressed output your algorithm produces?,3
i don't understand the reason for deletion; can you clarify why?,3
can you provide a clearer example?,3
i have never heard of a smart switch and have wired several homes.,0
"in my opinion, if the variable is significant (p<.0001) without imputation, and you have enough data, that is reason enough to leave it alone.",0
"all, i have some ideas for palm springs meetup locations (just by looking on yelp).",1
can you post your declaration of the `share` property?,3
do you _really_ want python to do the conversion?,4
sorry to not reply earlier regarding deathrockeru2014i've been away.,1
"i saw your notes, and will watch for any objections.",0
"if not, what about switching to another shell, like `tcsh -l`?",4
do you speak portuguese?,4
thanks for clean-up of the secret talkpage colourer-inner.,7
could you answer the questions and comment on the answers to refine the approach?,3
"den: ok, so the rectangles are represented as two points.",0
is this the case only for this particular project?,3
"do you know how to make the 'all star template' appear only at the bottom, as well as the 'confirmed future sites', so the actual table appears at the top of the page?",4
how did you come to two dors?,4
can you provide the table create stmt?,3
and for what exactly are you asking a rationale?,3
i'm sure you're right but i can't find it in fm and haven't found it anywhere else.,6
for possibly non-listed properties with reference numbers?,4
a followup question - with panniers do you find it necessary to use a pair with the content's weight somewhat balanced between the sides?,4
"since you have contributed to <url> in the past, could you spare a minute to discuss the fate of <url>?",4
thanks.,7
"fair enough, thanks for assuming good faith, i was merely making the page consistant with the past 2 champions league season articles (<url>, <url>) which use path and non-champions instead of route and league.",7
is there perhaps a threshold setting of some sort?,4
may i suggest you consider a <url>?,3
if you have time could you look at <url><url> on the <url> article.,4
"hi, what are the technical steps to withdraw a nomination to delete a category?",0
what standards are we expecting from physicists - that they strive to be the very best in what they do or that they be satisfied with mediocrity?,6
"thanks, the logo looks much better now.",7
freiheit: thanks for the answer.,7
"i wonder if you know of any way, or could suggest any way, that i could get to see the downloaded pdf of newcomb vol.6?",7
i have put another warning on <url> with full details of the vandalism.,0
"thanks, can we write an article on that ?",7
looks like the question got truncated?,4
"ok, so this is the answer i have come up with after reading all the posts on here: ""this statement will return true because $var is being assigned a value of donut, and assignment occurs before the statement is evaluated and therefore would be boolean true because it has a value.""",6
"can't you just use ""plane"" instead?",1
thanks.,7
can you do a stable sort so we can do sub-sorts?,6
do you mean the launcher?,4
fresh pasta takes less than 3 minutes to cook in boiling water.,0
"is there any chance you could post some of the code, with an indication of where your break point is?",4
how did you happen to look at the article?,4
did you visit also romania or not?,4
is there any way to see who added a particular word/sentence/paragraph without manually going through the history?,3
"jack leow: i tried both running the server in debug mode & inspecting ""content"" and displaying it on the console with system.out.println().",1
"just out of curiosity, did you test this code on other browsers?",4
"because there are a lot of events with different aspects to them that could be covered in more detail imo, what do you think?",4
can you post what you have and we can help you along with hints?,6
can you be more precise about what exactly the system needs to achieve?,3
thanks for pointing out a problem with the image licensing ...,7
can you correct the title?,3
don't suppose you have a link.....?,0
have you tried just using yindex (removing the [y] and the while loop)?,4
"hi, could you provide a bit more detailed explanation with your code?",4
"it claims to be the ""starting point for the program"" -- is a call made from `__main__` that returns the return code of this function?",1
could you please make it a subpage for me?,3
i updated original question with persistentstorecoordinator method which i got from my appdelegate.m.,0
"`:)` (not that i could help with the problem, but seeing this i was asking myself what happens to the gc when a dispose function throws?)",4
what do you want to code?,4
"""google says they generally don't like pages with more than 100 links on them"" -- out of curiosity what is your source on this?",4
"would it help to maybe translate the whole article first as it is, and then over the course of time you can play around with the sections and add stuff that you find?",4
"well, when you call `new class();`, it returns a pointer to the location of that instance of the class.",1
do you see any problem or any thing missing in my script.,4
the readme file provided with the samples seems to give all the information you might need.,4
"in the past i have had experienced editors tell me this, but none of them could point to any documentation or contemporaneous discussion to verify this statement.",4
is this some kind of testing framework?,4
"wooble: i might need some help here, what's your calculation ?",4
"i'm trying to keep minority report as a ga, and the <url> requested for copyediting - but didn't give examples to cleanup.",0
"do you mean the font size of a tty, or of a terminal within x?",4
"hi, i see you were involved in creating the ship infobox.",0
are you using any extension?,0
can you please provide the link for downloading the cd cache for the ubuntu version 10.10 ?,3
please post the actual compiler message.,3
"if you're asking for something else - then it's not clear, and why would you ask on itsec?",4
you have listed it as no source but the author asserts own work.,0
can it be done in python?,3
thanks.,7
"d.w. if thats the case, as i thought, it's not really a security question, is it?",3
perhaps something else is interfering with it?,4
";)  anyway, is the new map at <url> better?",4
"what errors are you seeing, or how isn't it working as you expect?",1
"i was confused by ""darkhad"" being translated as ""sacred ones"", when the usual translation i know is smith or craftsman (kind of).",1
is there a better way to store images?,3
is tbl#sell2 empty before you copy the rows?,0
"just out of curiosity, why would you want to wipe out all (but the absolutely necessary) fonts?",4
what r package did you use for hc3 estimation?,4
do you think it's a good idea to keep these errors to match the site (see my answer) or should we try to fix them?,6
thanks for the heads-up on that; i don't really have anything to add beyond what you'd said.,7
"thanks for fixing :-)  scary, huh?",7
just a basic question - how many stacks of orders are we looking at?,6
what programming environment is it being run in?,3
putting the keyword (with special character) in quotes does not work.,0
"er, i was wondering if <url> would be a good candidate for featured bio in the portal, since he was the first united states marine corps officer, in history to take command of a naval flotilla.",6
this sounds familiar.,0
what does your data look like?,4
(do you expect a rank-2 tensor?),4
"i was just wondering, is it really fair to delete an unintentional duplication of a deleted category without a formal cfd submission?",6
combined with baffledcook's tips this basically covers everything not covered by experimentation - would a lasagna freeze well?,4
"thanks, i think angel mendez will be a good story for the portal.",7
btw: under what section on <url> do you think it should appear?,4
"do you wish to identify the start of a cycle, or remove a cycle?",4
"thanks, really useful.",7
"or, is it ok not to rinse when i'm not making sushi?",3
i've tried to incorporate the references into the article; how is it now?,3
sure.,1
by the way are you a member on any iranian football forums online?,4
very nice.,0
do you persist the redirecttoroute values in the post form or hold them temporarily on the server somewhere?,4
i will leave it up to you if that is ok?,0
maybe add a step by step guide?,4
"would you consider commenting on the <url> talk page, saying it has your support (and adding those comments for discussion)?",4
"i am pretty sure i could, i looked at couple sites that are doing it.",4
does that do anything for you?,4
do you have <url> yet?,4
does the file should be deleted/removed from commons then?,1
"could you move this to <url>, please?",3
what is wrong with installing 300 drivers?,0
do you have any ideas about a topic yet?,4
i guess you could have mis-typed the name of the textbox control.,4
can you fix it?,3
"this is a philosophical question, not a physics question.",0
i am trying to improve the article more and wondered if you could look at it and make suggestions that may improve the current content?,4
"could you give a little more details, please ?",3
"i was wondering, would you like me to grant your account <url> to make it easier to revert vandalism when you come across it?",6
i noticed your nice improvements to <url>.,0
can you tell me where you thought i was too aggressive?,3
hi again - it looks like the same user is editing out all the information about destiny being self-centred again.,0
"sounds like it was trying to go down the stack, but found itself going up instead.",1
do you want a substring that's complement also occurs in the string?,4
cb please note that some angles are not cyclic: the approach angle in the original question is a good example.,3
would you be willing to co-nom?,4
ot : is my edit of the post a good way to add on-topic questions?,1
with an ndash rather than a hyphen.,0
sklivvz i'd recommend to edit the headline.,0
do you just want get the text of the html table without the html tags?,4
i'd like to put this fac to bed soon; is there any chance that you might be able to finish off your review of the article this weekend?,4
is there any chance to have it in english?,3
perhaps we can work together to resolve them?,6
thanks for help!,7
i restored 3 non-piped blue links.,0
"also, on re-reading your question it is not clear what you mean by ""minimum eigenvalue initial correlation matrix"".",1
i've always been under the impression that most quick-sort implementations will switch to merge sort after descending a predetermined number of levels of recursion.,1
"i should be able to get that mayr paper, it's on wiley.",0
would you consider (if you haven't done so yet) adding some indication on either page that these are the same user?,4
which specific terms do you understand and which ones do you not understand?,4
which artiles got deleted?,0
"""should the non-aq qulify for the bcs championship, and face either the big ten or pac-10 champion, the rose bowl may replace that champion with a team from same conference, so long as it is in the top 14 of the final bcs standings"" could you please clarify it for us?",3
"steve mcfarlin, thanks, you have any tips on reading except the qt-documentation to grasp the whole structure of the mov-file because i'm really having trouble gripping all of it, is it correct that the atom don't even need to be in a specific order?",7
"how are you doing, and is everyone you know safe?",1
fire rating is usually measured in minutes.,0
i need to read more about what exactly a pastoral opera is supposed to be.,3
"negating the weights would cause it to find the longest path, but that won't work if the graph contains cycles, right?",4
what do you have so far?,4
"i'm interested in citing the dictionary in the article as a reference for the meaning of ""sides"", but i'd like to have a little more data first u2014 what year's edition of the oed did you cite?",4
"in this case, would it be wise to simply remove the ""influence"" field since it simply overlaps with ""subjects""?",4
thanks for the articles on south african cricket teams - i was planning to do them myself but i really appreciate that you've done them.,7
"if not, what nodes do you begin the search from?",4
can you take another look at the nom?,3
why are enums more powerful in java than c++/c#?,1
"someone has blocked the whole opera mini browser, as you know even i use my mobile-opera for editing.",1
marc thanks.,7
"i'd love to help, but i'm not sure what you're asking me to look at, specifically.",3
can you cite an example where it didn't give you what you needed?,3
"do you report that as one polygon consisting of their intersection, or do you report neither of them?",4
which phone do you have?,4
is there a <base> element in the html?,3
maybe it can do what you need?,4
no offense jack but this seems largely argumentative.,1
do you want to make suggestions?,4
"what does that mean to you, exactly?",3
e-mail me at <url> (just get rid of the spaces in between the letters and numbers) whenever you feel like it.,1
noldorin - then the physicists in question really should start reading up on it or be prepared to get left behind !,0
"it seems that the string that i send is not null-terminated, could be this the problem?",6
excellent question.,1
"i.e put a breakpoint inside your var number = $(this).find(""number"").text(); is it actually hitting the bp?",3
could you consider rewriting the title to be more precise?,3
alexanderpas what servers?,0
""", or ""which distribution would best suit scenario x?""",4
it's still under-determined.,0
have you though of asking outriggr for a hand with <url>?,4
"could you take a look at <url>, a proposal i have developed which would give just the rollback tool to people who request it?",4
"by the way, where did you find the information on what regions the teams represent?",4
thanks for the edit.,7
"could you explicitly identify them, please?",3
is it worth getting a third opinion at the reliable sources noticeboard vis a vis the use of law textbooks for points of law?,3
thanks for striking out the comment.,7
that link isn't working for me.,1
could people keep me in the loop as well?,1
"i think i am taking up your talk page so let's talk there instead, ok?",4
"with ships, the fortify until healed option doesn't show up unless you're in your own territory.",0
any reasonable explanation to why?,0
could you be a bit more specific?,3
is this the most appropriate way ?,3
what do you think?,4
"my context is: i want to capture an image which has width = 300px, height = 300px in android.",1
"heh, thanks.",7
and although this is offtopic: how did you generate those images?,4
"so, your app creates a new html for each login?",1
"furthermore, with design, do you mean how to analyze the data?",4
may i ask why?,6
you are passing a url string into a method that takes a file path.,0
thanks for explaining.,7
"what are the disadvantages, in your view, of simply calling `pdflatex` as an external command?",0
can you recommend an easy to use bot that would help me in keeping those unwanted links out of the article?,7
what do you think?,4
just curious.,0
"for christmas, what would be the most detailed book (with lots of beautiful photographs) of ladakh?",4
how would you differentiate a series of letters and an actual word?,4
"my end goal is to get a list of rows with unique data (as determined by a combination of 3 cells in a row); however, i need all the cells of the unique rows.",0
"i had once felt that the euroleague, italian and greek leagues were the top leagues.",6
problem solved!,0
"also, how can i put something (one time only) that is formatted like a chapter* in the toc, but without the page number?",4
"joelt -- good point, which i think is the ultimate debate going on now by the answerers below, but i would like to know (everyone) how much of a difference is it at the beginning until they converge?",4
would it help if put the whole program here?,3
"i don't really know the answer to this, but have you considered lowering the quality or decreasing the size of the image yourself?",4
if so what prompts do you get for username and password?,4
have you tried with a different charger and different wall socket?,4
"could you elaborate on ""get the same parts between""?",3
can you give some idea of why you think it's incorrect?,3
"must admit, when i saw the title of this section i was thinking ""oh lord, another what-is-the-wiki-coming-to comment.."" :p. how goes?",6
"sorry, wasn't really thinking about a definitive question.",1
"i moved '''engine arm aqueduct''' to <url>, because there seemed to be much more content about the canal than the actual <url>.",0
does the fading stay constant?,0
please see <url>.,3
also can you copy&paste a nslog output of the full url string for both the | and the %7c version of the string?,3
"the presstv references in wikipedia's ""turkey-pkk conflict"" article are not the same, but the titles are wrong.",1
"hi, <url>.",0
how about becoming a popular actress?,1
where do i need to define  ajaxbanner_timeout?,0
do you require the actual return code from file.sh?,4
do we have a solution for that yet?,6
thanks for your advice on my problems with categories.,7
"i've clarified the question, thanks ax.",7
"is this for a one-time transaction, or something you want to be convenient for repeated use?",3
i believe you wanted to find out which party the pp was?,4
"i wish i could help you, but i know very little about iranian rock music.",4
this is probably more of a timing issue than anything else.,4
can you please tell me how to use this php code and what it does?,3
where did this come up?,1
can you provide a code snippet that displays this problem?,3
"+1 timely question, but you might clarify ""practical in the real world within the next two years"": it exists, can be used for many of the tasks that perl5 is useful for, has lots of nice improvements (rules being my favourite), and does look on track for release in tha time.",4
can i have the link?,3
would you mind doing the same for <url>?,4
"i'm trying to install lupin/anti-vandal tool, but im stuck.",0
not sure about the first one yet though; have you verified that you're actually being sent any messages?,4
i also cannot see anything on that link.,4
"what do you have in mind with ""algorithmic approaches""?",4
