,Unnamed: 0,Sentence,label,super_strategy_patricia,Yann,S_Strat_Yann,annotation_patricia,AA,Vote
1196,1196,...?,0,0,,,,,
1197,1197,Can you please be more specific about your question?,d_11,3,,,,,
1198,1198,You talk about Samsung graphic customizations?,0,0,,,,,
1199,1199,Could you elaborate on what is happening?,d_11,3,,,,,
1200,1200,Is the method being called at all?,0,0,,,,,
1201,1201,Please edit your question and explain what isn't working.,d_11,3,,,,,
1202,1202,"What errors are you seeing, or how isn't it working as you expect?",d_07,1,,,,,
1203,1203,"While editing the COIN page regarding Ciplex, I accidently broke your sig.",0,0,,,,,
1204,1204,"Since I don't want any more flame, could you please fix it?",d_12,4,,,,,
1205,1205,"Yes it does, but the weird thing it's that all the other user attributes are getting passed (When i take a look at the console, every other value but the client_id hash it's getting passed from the form).",d_05,1,,,,,
1206,1206,Do you think that the fact that I'm also using authlogic for this same model may be something to do with it?,d_12,4,,,,,
1207,1207,"What would you like in the case of, e.g., `http://example.com/test.php?key=val` ?",d_12,4,,,,,
1208,1208,Or `http://example.com/test.htm#section1` ?,0,0,,,,,
1209,1209,great points.,0,0,,,,,
1210,1210,Just out of curiosity is there a reason that you would prefer steel over aluminum or are you just commenting that it would probably hold up well?,d_12,4,,,,,
1211,1211,"I have one question, but if don't want to answer it's also ok... Where did you took Scala exam?",d_12,4,,,,,
1212,1212,Is your company makes it for the employees or at school or may be you own initiative to learn Scala and take exam?,d_11,3,,,,,
1213,1213,So what is the final verdict?,d_06,1,,,,,
1214,1214,What would be the best technology to use in my case?,d_12,4,,,,,
1215,1215,"Since you're only trying to detect gnome vs kde, is there a particular set of distros or configurations you're targeting?",d_11,3,,,,,
1216,1216,How general does the solution have to be?,0,0,,,,,
1217,1217,Thanks.,d_110,7,,,,,
1218,1218,"Are you Slashdot user Anothy by any chance, or someone else?",0,0,,,,,
1219,1219,"Hi, I think that the best algorithm depends on the number of the teams.",d_06,1,,,,,
1220,1220,How many should they be?,0,0,,,,,
1221,1221,"I thing dev-tips like these should be tagged support, not discussion.",0,0,,,,,
1222,1222,(Maybe both?),d_12,4,,,,,
1223,1223,"Hi Khoikhoi - I see you deleted a previous incarnation of a pan-Arabism article which seems to be resurfacing under variant names, and is now at <url>.",0,0,,,,,
1224,1224,This doesn't read to me like an encyclopedia article - do you have any thoughts on whether/under what criterion it should be deleted?,d_12,4,,,,,
1225,1225,"Also, it would be helpful if you told us more about what you're trying to do.",0,0,,,,,
1226,1226,What kind of manipulations are you hoping to accomplish?,d_12,4,,,,,
1227,1227,I restored 3 non-piped blue links.,0,0,,,,,
1228,1228,How does that look?,0,0,,,,,
1229,1229,"Hi Skully, I've been keeping an eye on your edits over the past few weeks, and I think you should be a admin.",d_12,4,,,,,
1230,1230,Is it alright if I nominated you to be an admin?,d_11,3,,,,,
1231,1231,"Hi, just noticed you reverted this page back to its pre-COPYVIO state.",0,0,,,,,
1232,1232,Any reason you didn't use the content at <url>?,0,0,,,,,
1233,1233,"Since working on the article you wrote, I have become fascinated with this band.",0,0,,,,,
1234,1234,Is any of their music availabe online?,0,0,,,,,
1235,1235,"Kaiser,Thanks for your help.I have updated the question with links to the pages which show error messages.",d_110,7,,,,,
1236,1236,Can you please login and check it by yourself if I give you the admin access to website?,d_11,3,,,,,
1237,1237,"I agree, The question is almost claiming that you can't debug with a debugger in an IDE this is not the case.",0,0,,,,,
1238,1238,"You can run a debugger with or without an IDE, I'm sure he knows that though :) Maybe he is asking about visual debuggers specificly?",d_12,4,,,,,
1239,1239,Dry mustard?,0,0,,,,,
1240,1240,Or prepared?,0,0,,,,,
1241,1241,@Xio Then you should explain which solution is better for you.,0,0,,,,,
1242,1242,"Are you asking for an existing module that is not Views, or are you asking how to do it with a custom module?",0,0,,,,,
1243,1243,In my opinion that would be more constructive way to approach the solution.,0,0,,,,,
1244,1244,What do you think?,d_12,4,,,,,
1245,1245,"The character set in Oracle is 'WE8ISO8859P1' ... the eacute in my example is correctly stored in the database if I stay within Oracle ... but when I bring it into PHP via oci8, thats where the problem arises.",0,0,,,,,
1246,1246,Is there anything better than the charset_decode_utf_8 function ?,d_12,4,,,,,
1247,1247,"Thank you, it's much appreciated.",d_110,7,,,,,
1248,1248,What do you think of the changes so far?,d_12,4,,,,,
1249,1249,Good start.,0,0,,,,,
1250,1250,"Can you add more, please?",d_11,3,,,,,
1251,1251,I just tried using your code verbatim and it's working correctly for me (label is correctly centered in view).,d_14,5,,,,,
1252,1252,Perhaps something else is interfering with it?,d_12,4,,,,,
1253,1253,Boolean logic.,0,0,,,,,
1254,1254,Does that apply?,0,0,,,,,
1255,1255,"I used the <url> tool, and clicked rather a lot.",0,0,,,,,
1256,1256,"I'm happy to switch it on for your account, if you'd like?",d_12,4,,,,,
1257,1257,Do you need to read all of the files in the directory?,d_12,4,,,,,
1258,1258,"Or, more specifically, are there files in that directory that you do not want to read?",0,0,,,,,
1259,1259,are the images stored in the same base folder that the jquery is in?,0,0,,,,,
1260,1260,or are they in a different folder?,0,0,,,,,
1261,1261,Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said.,d_110,7,,,,,
1262,1262,"By the way, I noticed you said you weren't an admin: would you like to be?",d_12,4,,,,,
1263,1263,"Could you please give me a reference, that 95% should lie between -1.96;1.96 .",d_11,3,,,,,
1264,1264,"In other words, why should standardized residuals be $d_i\sim N(0,1)$?",0,0,,,,,
1265,1265,"With respect to your format, I think that all the things listed in the section before the sections should be separated as slang refs, phrases using breaking then the other section that appears.",0,0,,,,,
1266,1266,What do you think?,d_12,4,,,,,
1267,1267,Please be a little more clear?,d_11,3,,,,,
1268,1268,do you have the printer attached to the ubuntu machine or the Windows XP machine?,d_12,4,,,,,
1269,1269,"For a single one-off script, for a web project (e.g.",0,0,,,,,
1270,1270,"Rails, Sinatra, or other) or are you creating utility code that you want available for many scripts?",0,0,,,,,
1271,1271,"Thanks for voting, even though you didn't support.",d_110,7,,,,,
1272,1272,Can you tell me where you thought I was too aggressive?,d_11,3,,,,,
1273,1273,What do you think?,d_12,4,,,,,
1274,1274,Is there a mistake somewhere?,d_11,3,,,,,
1275,1275,"Oh, that's because I only copyedited a tiny section of the article.",0,0,,,,,
1276,1276,Should I still count that as a yes?,0,0,,,,,
1277,1277,That is why I suggest the following: either we refer to him as u201cSouth-Netherlandishu201d (like he is described on the Dutch Wikipedia page) or we omit the nationality completely and we just mention the cities he lived in.,d_17,6,,,,,
1278,1278,Does this seem acceptable?,0,0,,,,,
1279,1279,Is the crack getting bigger?,0,0,,,,,
1280,1280,"After you fix it, what happens when you say it comes back?",0,0,,,,,
1281,1281,I was wondering if you'd like me to make your userboxes (on your userpage) line up horizontally (in columns of 3) rather than vertically.,d_17,6,,,,,
1282,1282,Interested?,0,0,,,,,
1283,1283,What is this folder used for?,d_11,3,,,,,
1284,1284,I've never heard of it before?,0,0,,,,,
1285,1285,"Have made some comments on your list, looks pretty good overall, my points are just picky ones!",0,0,,,,,
1286,1286,Any chance you could return the favour and have a look over <url> for me?,d_12,4,,,,,
1287,1287,thanks dana-- that's really great!,d_110,7,,,,,
1288,1288,any way to add a slider to control zoom level?,0,0,,,,,
1289,1289,How is your DAL structured?,d_11,3,,,,,
1290,1290,Is there only one Assembly?,d_11,3,,,,,
1291,1291,"Ah, okay.",0,0,,,,,
1292,1292,Perhaps you can edit your original question and add that extra info in there?,d_12,4,,,,,
1293,1293,BFS is a pretty basic graph-searching algorithm - seems like it would take a ginormous graph to make it infeasible...  How big is a normal graph (both edges and vertices)?,d_12,4,,,,,
1294,1294,"Also, how is it stored?",d_11,3,,,,,
1295,1295,This doesn't really make any sense.,0,0,,,,,
1296,1296,Are the word documents going to be downloaded from links on the site or do they just contain text FOR the site?,d_06,1,,,,,
1297,1297,"Thanks, though.",d_110,7,,,,,
1298,1298,"This was a much more interesting question than ""how do you make a positive number negative in C#?""",d_12,4,,,,,
1299,1299,"I don't play club anymore (I stopped this year), I have just been too busy this year, but I will probably start again soon-ish.",0,0,,,,,
1300,1300,Where abouts do you play?,d_12,4,,,,,
1301,1301,"@bvr @chambwez I think my code is working fine now :) My last question would be, is session handling possible in XMLRPC?",d_12,4,,,,,
1302,1302,How do I maintain a stateful transmission between the client and the server?,0,0,,,,,
1303,1303,This is the first time I've heard of this.,0,0,,,,,
1304,1304,What is it?,d_11,3,,,,,
1305,1305,Sorry for my misspelling.,d_06,1,,,,,
1306,1306,Any recipes on using it?,0,0,,,,,
1307,1307,"ok that was really confusing, I clicked on this link <url> and then cleaned the page but the page still exists, sso from what I understood if you put the ending ""/double redirect"" at the end of any article, you'll see how many redirects it has?",d_17,6,,,,,
1308,1308,is that right?,0,0,,,,,
1309,1309,"At <url>, you've added from Bacon a line saying that the addition of 3 minor judges to the list of major judges brings the total to 12.",0,0,,,,,
1310,1310,"But the numbers don't work out - not in the list in the article, anyway.",d_06,1,,,,,
1311,1311,"I don't want to revert your good-faith (and referenced) edit, but could you go back to your source and see if you can fix this?",d_16,6,,,,,
1312,1312,You may want to comment on the A7 to ?2 graph with 4 lines.,d_12,4,,,,,
1313,1313,I suspect it is nonsense - but what are your thoughts on that folding option?,0,0,,,,,
1314,1314,Thank you very much for your comment!,d_110,7,,,,,
1315,1315,Could you help to mention an example of debugger helper?,d_11,3,,,,,
1316,1316,Great question.,d_02,1,,,,,
1317,1317,Perhaps it should have the pronunciation tag?,d_12,4,,,,,
1318,1318,Can you clarify?,d_11,3,,,,,
1319,1319,Do you want a substring that's complement also occurs in the string?,d_12,4,,,,,
1320,1320,"ww - hey, good work on the new pages that you've added in the last couple of days (5-6 isn't it?).",d_07,1,,,,,
1321,1321,"I add them to <url> when I notice them, but I'm not sure that I catch them all; I don't suppose you could add them to the list on creation?",d_13,5,,,,,
1322,1322,-1: I've read that book too.,0,0,,,,,
1323,1323,Can you please be more specific about how the message in that book addresses this question?,d_11,3,,,,,
1324,1324,"Thanks for offer of help on IRC - terminology completely baffling to me (not helped by freenode instructions written as if translated through several languages into final english) - just which channel are admins supposed to log into, and how does one register when it seems by invitation only.",d_110,7,,,,,
1325,1325,Finally what on earth is a cloak ?,0,0,,,,,
1326,1326,Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference.,d_110,7,,,,,
1327,1327,"It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?",d_12,4,,,,,
1328,1328,I was thinking about creating a page about Nintendo eShop.,d_17,6,,,,,
1329,1329,And since you are a well trusted user I am asking you if you think that would just be deleted because there isn't enough information?,d_12,4,,,,,
1330,1330,Best' is rather subjective.,0,0,,,,,
1331,1331,"Do you mean easiest to use, fastest, or most elegant?",d_12,4,,,,,
1332,1332,"By `In fact I already have!`, do you mean that you have switched to generics collections?",d_12,4,,,,,
1333,1333,Could you share your opinion about the performance?,d_11,3,,,,,
1334,1334,Where's your public key token for the assembly?,0,0,,,,,
1335,1335,Are you adding these manually to your config file or through the IDE?,0,0,,,,,
1336,1336,"On your Citation templates subpage you have the statement ""CS1 and CS2 both use <person> as a meta-template and are variants of APA style.""",d_07,1,,,,,
1337,1337,"In the past I have had experienced editors tell me this, but none of them could point to any documentation or contemporaneous discussion to verify this statement.",d_12,4,,,,,
1338,1338,Can you point me to any confirmation of this statement?,d_11,3,,,,,
1339,1339,"I have to say that I don't like the output, harder to read and code isn't formatted with the correct colors.",d_11,3,,,,,
1340,1340,Could there be an optional output for how it is printed?,d_11,3,,,,,
1341,1341,I see that there now.,0,0,,,,,
1342,1342,Do you want me to tie it all in or do you want to work on it?,d_12,4,,,,,
1343,1343,I accept your point and won't classify as Military of Japan.,0,0,,,,,
1344,1344,What would be a better desciption for these historical Japanese soldiers?,d_12,4,,,,,
1345,1345,"This is likely to be a shell misconfiguration, probably the lack of prompt protection [suggested by mikel](http://unix.stackexchange.com/questions/6580/why-is-gnu-screen-byobu-leaving-garbage-text-in-the-shell-during-a-reverse-sear/6581#6581).",0,0,,,,,
1346,1346,"What shell are you using (probably bash, but please confirm)?",d_12,4,,,,,
1347,1347,This seems hard and fragile.,0,0,,,,,
1348,1348,Why not just directly address any CSRF vulnerabilities that your site has?,d_013,2,,,,,
1349,1349,@Mgccl: Great that you found a better solution for your specific case.,0,0,,,,,
1350,1350,May I ask what you are doing this for?,d_17,6,,,,,
1351,1351,Perhaps you could explain why you believe that these *should* be related?,d_12,4,,,,,
1352,1352,Do you have any evidence that supports this belief?,d_12,4,,,,,
1353,1353,Your comments have been extremely helpful.,0,0,,,,,
1354,1354,I'd like to put this FAC to bed soon; is there any chance that you might be able to finish off your review of the article this weekend?,d_12,4,,,,,
1355,1355,"Before you get into the run-time of the algorithm, do you understand what it is supposed to do?",d_12,4,,,,,
1356,1356,Do you see how it works?,d_12,4,,,,,
1357,1357,Good question.,d_02,1,,,,,
1358,1358,I wonder if it should be migrated to CS Theory (http://cstheory.stackexchange.com/) or Programmers (http://programmers.stackexchange.com/) ?,d_12,4,,,,,
1359,1359,"Good point for the text, but can I also add the photos?",d_11,3,,,,,
1360,1360,"They seem to be out of copyright, but maybe not?",d_12,4,,,,,
1361,1361,what problem are you having?,0,0,,,,,
1362,1362,what error are you getting?,0,0,,,,,
1363,1363,"When I wrote <url> I was not quite sure if it was a synonym of <url>, and hence did not perform a merge.",0,0,,,,,
1364,1364,"Could you clarify if they are indeed the same, and if so whether we should merge the articles?",d_17,6,,,,,
1365,1365,How exactly have you set its height?,d_12,4,,,,,
1366,1366,Have you implemented heightForRowAtIndexPath?,d_12,4,,,,,
1367,1367,Does it occur only when they are plugged into the same circuit as the lighting?,0,0,,,,,
1368,1368,Or any time they are in close proximity to the lighting?,0,0,,,,,
1369,1369,"Hi, Thank you for closing <url> as ""delete"", but much of the material immediately re-appeared at <url> (see <url>) so the questionable content hasn't been deleted at all.",d_110,7,,,,,
1370,1370,Can we do something about this?,d_17,6,,,,,
1371,1371,Even till today I could not get the solution.,d_12,4,,,,,
1372,1372,Is there anyone who has done this before ?,d_12,4,,,,,
1373,1373,"I removed a few obvious links on <url>, but wasn't sure about some of the others (sparknotes, paperstarter, etc) and couldn't find anything yea or nay on their use...if you have a few spare minutes (ha!",d_12,4,,,,,
1374,1374,"), could you take a look?",d_12,4,,,,,
1375,1375,Are you sure it's WordPress autocomplete?,0,0,,,,,
1376,1376,Do you get a different result with a different browser?,d_12,4,,,,,
1377,1377,I hadn't heard of this.,0,0,,,,,
1378,1378,Googling suggested it's something to do with 3GPP?,0,0,,,,,
1379,1379,"Except for the one about the Chevrolet Monza bit at the middle which came from the Prototype book, was in fact come from the Brumos website, but the last time I read that was back in February 2001.",d_06,1,,,,,
1380,1380,"Also is with the referencing, the page is now a total mess, is there a way that could be sorted out, I would be very thankful if you could help?",d_12,4,,,,,
1381,1381,"I don't know about Eclipse, but Visual Studio puts it on the right-button menu.",d_06,1,,,,,
1382,1382,Perhaps Eclipse is the same?,d_12,4,,,,,
1383,1383,Are you studying computer science?,0,0,,,,,
1384,1384,Whats your background in programming and computer science?,0,0,,,,,
1385,1385,I don't understand this question.,0,0,,,,,
1386,1386,"Which dictionary, exactly, doesn't define ""ain't""?",d_11,3,,,,,
1387,1387,"I'd be glad to help, if you like.",0,0,,,,,
1388,1388,"How should we divide it, by section or by criteria?",d_17,6,,,,,
1389,1389,"Excellent, thank you!",d_110,7,,,,,
1390,1390,Can you also delete the <url> from en and move hooks from the <url> to <url>?,d_11,3,,,,,
1391,1391,Good idea.,d_02,1,,,,,
1392,1392,"I am wondering, will this compromise the moistness of the meat?",d_11,3,,,,,
1393,1393,Nice work!,0,0,,,,,
1394,1394,"Since you dug up some information on Fahnbulleh, I'm curious u2014 do you know what relation he is to Ambassador Henry Fahnbulleh, whom Tubman accused of an attempted coup?",d_12,4,,,,,
1395,1395,I went to <url> and couldn't find it.,d_12,4,,,,,
1396,1396,Can you provide a link?,d_11,3,,,,,
1397,1397,Thank you very much for your answer.,d_110,7,,,,,
1398,1398,Could you please take a moment and provide the code I would need to add which would allow me to achieve these goals?,d_12,4,,,,,
1399,1399,"Hi, I can run a newsletter bot for you, WesleyDodds.",0,0,,,,,
1400,1400,Whatcha need me to deliver?,0,0,,,,,
1401,1401,Thanks for your help on <url>.,d_110,7,,,,,
1402,1402,Any advice on edits we should make to get it up the quality scale?,d_17,6,,,,,
1403,1403,A quick search finds this code.,0,0,,,,,
1404,1404,http://staff.washington.edu/dushaw/GPS/gettracks.awk Is that checksum function what you are looking for?,d_06,1,,,,,
1405,1405,"What do you have in mind with ""Algorithmic approaches""?",d_12,4,,,,,
1406,1406,"I gave some examples of applications in my answer, is that what you are looking for?",0,0,,,,,
1407,1407,@Murilo: Do you need to return all matches or just one?,d_12,4,,,,,
1408,1408,Are there any memory limits?,0,0,,,,,
1409,1409,"sorry guys, i actually don't really know what acceptance that you guys mentioned.",d_11,3,,,,,
1410,1410,Can you guys explain please?,d_11,3,,,,,
1411,1411,I am trying to figure out the exact definition of <url> however do not have access to Andrews.,0,0,,,,,
1412,1412,Could you help?,d_11,3,,,,,
1413,1413,"<url> posted a wonderful grammatical analysis of the ""has/had"" thing, another editor agreed, so I'm thinking we should make another request for the change, using Bluewave's post as the basis.",d_17,6,,,,,
1414,1414,What do you think?,d_12,4,,,,,
1415,1415,I also found your audio uploads at <url>.,0,0,,,,,
1416,1416,"If it's not a burden, would you mind recording more Hungarian town names for WP?",d_12,4,,,,,
1417,1417,"ER, I was wondering if <url> would be a good candidate for featured bio in the portal, since he was the first United States Marine Corps officer, in history to take command of a Naval flotilla.",d_17,6,,,,,
1418,1418,What do you think?,d_12,4,,,,,
1419,1419,Interesting illustration on the PrIze law page of a Zeppelin taking a Norwegian vessel as a prize in 1917.,0,0,,,,,
1420,1420,I wonder whether you could point me to a source for more information on this incident?,d_12,4,,,,,
1421,1421,"Hi, I just couldn't understand <url> !",d_14,5,,,,,
1422,1422,"Could you explain,please ?",d_11,3,,,,,
1423,1423,<url> reminded me of a report I want to file about Asad.,0,0,,,,,
1424,1424,May I?,0,0,,,,,
1425,1425,I want to purchase a macro lens and was hoping for some guidance from you.,0,0,,,,,
1426,1426,"Apart from being good in macro, can it be used to take good pictures of landscape and portraits?",d_11,3,,,,,
1427,1427,Please provide code and a specific question.,d_11,3,,,,,
1428,1428,What have you tried?,d_12,4,,,,,
1429,1429,"@Kdoto- I think it is, since I think I came up with one possible implementation.",0,0,,,,,
1430,1430,:-)  Can you check and see if my logic is correct?,d_11,3,,,,,
1431,1431,Are you using the default expression evaluator?,0,0,,,,,
1432,1432,Also have you tried applying the line directive to the ret instead of a nop?,d_12,4,,,,,
1433,1433,Could you please give an example of the action names .,d_11,3,,,,,
1434,1434,"Will the actions triggered be ""future_to_published"" and ""publish_post""?",d_07,1,,,,,
1435,1435,"Thanks for pointing out that ""undiscussed moves"" discussion, I hope something comes out of that - but it doesn't really look like it will.",d_110,7,,,,,
1436,1436,"I'm not sure what I'm looking for on the discussion page for <url> about this, what am I missing?",d_11,3,,,,,
1437,1437,**PS:** I'm interested in your motivation.,0,0,,,,,
1438,1438,Could you please [tell us why you care](http://meta.cstheory.stackexchange.com/questions/300/how-to-ask-a-good-question/306#306)?,d_11,3,,,,,
1439,1439,"Please post the important parts of what you have now, and what you're having trouble with.",d_11,3,,,,,
1440,1440,"Also, what does `stop-and-wait` mean?",0,0,,,,,
1441,1441,are the line segments only straight lines?,0,0,,,,,
1442,1442,Do you want an algorithm that given two polygons finds what line segments they 'overlap' over?,d_12,4,,,,,
1443,1443,"I'm trying to install Lupin/Anti-vandal tool, but im stuck.",0,0,,,,,
1444,1444,Could you help please?,d_11,3,,,,,
1445,1445,"With highlighting, you mean selecting it or do you want to wrap it in e.g.",d_12,4,,,,,
1446,1446,a `span` tag?,0,0,,,,,
1447,1447,Thanks.,d_110,7,,,,,
1448,1448,"As an aside, since this did turn out to be factual, just very hard to source, do you think the community would countenance an unblock request from Blaabla if he accepted some strict unblock conditions (such as packing in the 'systemic bias' thing, discussing his edits in a less confrontational manner etc)?",d_12,4,,,,,
1449,1449,lol thanks.,d_110,7,,,,,
1450,1450,"so, australia, huh?",d_06,1,,,,,
1451,1451,"Hey, Another editor and I are confused by your resent edit.",0,0,,,,,
1452,1452,"""Should the non-AQ qulify for the BCS Championship, and face either the Big Ten or Pac-10 Champion, the Rose Bowl may replace that champion with a team from same conference, so long as it is in the Top 14 of the final BCS Standings"" Could you please clarify it for us?",d_11,3,,,,,
1453,1453,"Anomie, thank you very much, this is a great tool.",d_110,7,,,,,
1454,1454,Why isn't this a Mediawiki gadget ?,d_013,2,,,,,
1455,1455,"@Thanatos: Interesting, however that statement implies that there are no multibyte string encodings that have embedded null bytes?",0,0,,,,,
1456,1456,Is that correct?,0,0,,,,,
1457,1457,"As I recall, SoftIce was very sensitive about which version of Windows it was running on.",0,0,,,,,
1458,1458,Have you made sure the version you installed is compatible with whatever service pack you are running?,d_12,4,,,,,
1459,1459,Are A and P allowed to be reals?,0,0,,,,,
1460,1460,or Must they be Integers?,0,0,,,,,
1461,1461,"I've never heard of this; it sounds really interesting though, and I'd like to try it next time I make meatballs.",0,0,,,,,
1462,1462,About how long does it take to cook them this way?,0,0,,,,,
1463,1463,Hey Jondel.,0,0,,,,,
1464,1464,"I was wondering,  since Interlingua is basically resurrected Latin, k and w are basically nonexistant in Interlingua, right?",d_17,6,,,,,
1465,1465,@jrista.,0,0,,,,,
1466,1466,can you please describe your setup?,d_11,3,,,,,
1467,1467,"@Michael No it doesn't have to be jpeg based, but it needs a significant compression ratio as the reason we want to do compression is to significantly reduce the amount of data transferred.",d_17,6,,,,,
1468,1468,"From what I know about LZ compression I wouldn't expect that on raw image data, but am I mistaken?",0,0,,,,,
1469,1469,Is it acceptable to build an auxiliary data structure to guide the decision process?,d_11,3,,,,,
1470,1470,Could that data structure have size O(n) of the original list?,0,0,,,,,
1471,1471,It has been a pleasure working with you on the Burma campaign.,0,0,,,,,
1472,1472,What is your source for the Japanese information you have been adding as the books I have been reading on the subject are all from a British or American perspective?,d_11,3,,,,,
1473,1473,It really depends on what you are trying to accomplish.,0,0,,,,,
1474,1474,"Do you have a user, entering a name and address, and you are going to show him all similar addresses to let him choose one manually, or are you going to group all Persons with similar addresses automatically together?",d_12,4,,,,,
1475,1475,The project page you linked provides a fairly specific overview of what the module does.,0,0,,,,,
1476,1476,Do you have specific questions about why a module would depend on it other than what they lay out there?,d_12,4,,,,,
1477,1477,"Heh, thanks.",d_110,7,,,,,
1478,1478,Do you know of any scripts that might come in handy?,d_12,4,,,,,
1479,1479,How are you closing the connection on the server?,0,0,,,,,
1480,1480,`close` or `shutdown`?,0,0,,,,,
1481,1481,I see.,0,0,,,,,
1482,1482,Maybe you should have updated the version to 1.0.1 (or something like that) to indicate that it is a new version?,d_12,4,,,,,
1483,1483,:),0,0,,,,,
1484,1484,Could you please check the solutions for hyperref?,d_11,3,,,,,
1485,1485,"Also, how can I put something (one time only) that is formatted like a chapter* in the toc, but without the page number?",d_12,4,,,,,
1486,1486,I have a question back: Let's say your site has the user Gavin with the IP-A.,d_012,2,,,,,
1487,1487,"Should no other user including Gavin be able to login from another ip, or should only a ""second Gavin"" not be able to login from another ip then IP-A?",d_07,1,,,,,
1488,1488,"All is good here, hopefully the same with yourself.",0,0,,,,,
1489,1489,How many English first-class cricketer you think we've got to get done in total?,d_17,6,,,,,
1490,1490,"I think I lot of the things on the Methuselah page are very interesting, but perhaps should be transferred to the Biblical Generations article, if they touch on more than just Methuselah.",0,0,,,,,
1491,1491,Would you agree?,d_12,4,,,,,
1492,1492,I once saw someone touch the (house)radiator to discharge before working inside a PC.,0,0,,,,,
1493,1493,Does that really help?,0,0,,,,,
1494,1494,"I do have skype installed, but not running.",0,0,,,,,
1495,1495,does it need to be running to hijack 80/443?,0,0,,,,,
1496,1496,"Your problem is not fully specified - when there is a blob you wish to identify, may there be other filed cells on the board separate from the blob?",0,0,,,,,
1497,1497,"Also you talk about ""similarity"" - but are you after a precise pattern match or an approximate one?",d_07,1,,,,,
1498,1498,"My first impression is that it is indeed with the StackPanel, since it's default is to ""shrink"" around elements.",d_07,1,,,,,
1499,1499,"Have you tried using a fixed size container and adjusting the width, if needed, as part of the animation?",d_12,4,,,,,
1500,1500,"You could have forgotten an include that defined a type, forgotten a smicolon, lots  of things.",d_12,4,,,,,
1501,1501,Can you paste the code 10 lines before and after the location that the error indicates?,d_11,3,,,,,
1502,1502,How did you import it into the project?,d_12,4,,,,,
1503,1503,"""Add to build path...""?",d_07,1,,,,,
1504,1504,Done.,0,0,,,,,
1505,1505,"Do you specifically want small numbers inside the big number, or just shading?",d_12,4,,,,,
1506,1506,"@Nick for some reason, your automator is trying to open /Library/InputManagers/MultiClutchInputManager.bundle which is very suspicious.",0,0,,,,,
1507,1507,"Could you create a new user, log into that account and perform the same test?",d_11,3,,,,,
1508,1508,"Not that I know of, but it's probably time it was.",0,0,,,,,
1509,1509,Want to start a discussion somewhere?,0,0,,,,,
1510,1510,Do you have a constructor defined for your class?,d_12,4,,,,,
1511,1511,"Also, is the default JVM the official one from SUN?",0,0,,,,,
1512,1512,A platform for new developers to show off their stuff?,0,0,,,,,
1513,1513,Having your app hosted on a solid cloud service?,0,0,,,,,
1514,1514,"This sounds like an open ended hardware request, which is likely to get your question closed.",0,0,,,,,
1515,1515,Can you make your question any more specific?,d_11,3,,,,,
1516,1516,This doesn't seem off topic to me.,0,0,,,,,
1517,1517,Is there a reason you decided to close your own question?,d_11,3,,,,,
1518,1518,I say - are you a sort of picture finder?,d_12,4,,,,,
1519,1519,You couldn't find one of John Bowlby could you?,d_13,5,,,,,
1520,1520,Thank you.,d_110,7,,,,,
1521,1521,So what did I do to earn the tea?,d_06,1,,,,,
1522,1522,"Are you looking to change the text field's height (if so, why?",0,0,,,,,
1523,1523,"), or keep its height the same while resizing the window?",0,0,,,,,
1524,1524,"Hi Editorofthewiki,  both images are just fine.",0,0,,,,,
1525,1525,"I don't see an open review for the article; is there somewhere in particular you'd like me to make this comment, if not just here?",d_12,4,,,,,
1526,1526,I'm also a bit lost.,0,0,,,,,
1527,1527,"Do you mean the concept of `\institute` as a macro, or simply where to include it in the title data to get it to print?",d_12,4,,,,,
1528,1528,"@Jakub Hampl: At my current stage of design, it is more of a logic based game rather than an animation driven game.",0,0,,,,,
1529,1529,"Out of curiosity, could you expand on the more powerful topic you were mentioning?",d_12,4,,,,,
1530,1530,I think this question it's more related to robotics than to coding.,0,0,,,,,
1531,1531,Have you tried to search into that category?,d_12,4,,,,,
1532,1532,Ok thank you so much.,d_110,7,,,,,
1533,1533,How long have you been on Wikipedia?,d_12,4,,,,,
1534,1534,"Well, that didn't take long.",d_06,1,,,,,
1535,1535,"The Mac App Store was released, what, less than two hours ago?",0,0,,,,,
1536,1536,How lay are we talking about here?,d_17,6,,,,,
1537,1537,Do you have some knowledge of Galilean dynamics and Newtonian mechanics?,d_12,4,,,,,
1538,1538,"I was just now leaving a note on Ruhrfisch's talk page, and noticed that you'd left a note there.",0,0,,,,,
1539,1539,"I wrote about the <url> the other day, the first time that I've ever created an NRHP article: would you be willing to check it, and to add to the infobox if there's something that can easily be added?",d_12,4,,,,,
1540,1540,Nice pie chart for mobile phone contractor %'s during 3rd quarter 2008.,0,0,,,,,
1541,1541,Was just wondering though which country the chart represents as I think perhaps this should be mentioned?,d_12,4,,,,,
1542,1542,You're welcome.,0,0,,,,,
1543,1543,"And now, could you give a more detailed description of the problem?",d_12,4,,,,,
1544,1544,"sorry, yeah, that's what my file looks like.",d_06,1,,,,,
1545,1545,"Well, the '& ~' isn't indented, but that doesnt matter right?",d_07,1,,,,,
1546,1546,"Probably a stupid question, but have you ensured that your machine resolves localhost correctly outside of java?",d_12,4,,,,,
1547,1547,At the CLI?,0,0,,,,,
